"last_name, first_name",pitcher,ff_n_stuff_plus,si_n_stuff_plus,fc_n_stuff_plus,sl_n_stuff_plus,ch_n_stuff_plus,cu_n_stuff_plus,fs_n_stuff_plus,kn_n_stuff_plus,st_n_stuff_plus,sv_n_stuff_plus
"Johnson, Pierce",572955,,,,,,,,,,
"Pomeranz, Drew",519141,,,,,,,,,,
"Barlow, Scott",605130,,,,,,,,,,
"Headrick, Brent",687396,,,,,,,,,,
"Milner, Hoby",571948,,,,,,,,,,
"Herget, Jimmy",623474,,,,,,,,,,
"Winn, Keaton",676775,,,,,,,,,,
"Gómez, Yoendrys",672782,,,,,,,,,,
"Slaten, Justin",686580,,,,,,,,,,
"Vesia, Alex",681911,,,,,,,,,,
"Borucki, Ryan",621366,,,,,,,,,,
"Lee, Dylan",669276,,,,,,,,,,
"Estévez, Carlos",608032,,,,,,,,,,
"Díaz, Edwin",621242,,,,,,,,,,
"Walker, Ryan",676254,,,,,,,,,,
"Estrada, Jeremiah",669093,,,,,,,,,,
"O'Brien, Riley",676617,,,,,,,,,,
"Alvarado, Elvis",665660,,,,,,,,,,
"Fisher, Braydon",680755,,,,,,,,,,
"Dreyer, Jack",676263,,,,,,,,,,
"Romero, JoJo",668941,,,,,,,,,,
"Morán, Jovani",663558,,,,,,,,,,
"Doval, Camilo",666808,,,,,,,,,,
"Romano, Jordan",605447,,,,,,,,,,
"Silseth, Chase",681217,,,,,,,,,,
"Lucchesi, Joey",664192,,,,,,,,,,
"Bird, Jake",656234,,,,,,,,,,
"Brubaker, JT",664141,,,,,,,,,,
"Suter, Brent",608718,,,,,,,,,,
"Klein, Will",694361,,,,,,,,,,
"Whitlock, Garrett",676477,,,,,,,,,,
"Barco, Hunter",682995,,,,,,,,,,
"Erceg, Lucas",668674,,,,,,,,,,
"Englert, Mason",669438,,,,,,,,,,
"Casparius, Ben",676508,,,,,,,,,,
"Zeferjahn, Ryan",666171,,,,,,,,,,
"Pérez, Cionel",672335,,,,,,,,,,
"Junis, Jakob",596001,,,,,,,,,,
"Hiraldo, Yaramil",682274,,,,,,,,,,
"Morejon, Adrian",670970,,,,,,,,,,
"Schreiber, John",670167,,,,,,,,,,
"Little, Brendon",663893,,,,,,,,,,
"Speier, Gabe",642100,,,,,,,,,,
"Hill, Tim",657612,,,,,,,,,,
"Hart, Kyle",606996,,,,,,,,,,
"Baker, Bryan",641329,,,,,,,,,,
"Jax, Griffin",643377,,,,,,,,,,
"Hill, Jaden",677955,,,,,,,,,,
"Gage, Matt",657424,,,,,,,,,,
"Weiss, Ryan",680802,,,,,,,,,,
"Mejia, Juan",675848,,,,,,,,,,
"Phillips, Tyler",663969,,,,,,,,,,
"Nunez, Anthony",689296,,,,,,,,,,
"Orze, Eric",679358,,,,,,,,,,
"Seymour, Ian",693855,,,,,,,,,,
"Fairbanks, Pete",664126,,,,,,,,,,
"Ginkel, Kevin",656464,,,,,,,,,,
"Moll, Sam",594580,,,,,,,,,,
"Nance, Tommy",667297,,,,,,,,,,
"Chapman, Aroldis",547973,,,,,,,,,,
"Rogers, Tyler",643511,,,,,,,,,,
"Rodriguez, Bradgley",699134,,,,,,,,,,
"Finnegan, Kyle",640448,,,,,,,,,,
"Herrin, Tim",682120,,,,,,,,,,
"Williams, Devin",642207,,,,,,,,,,
"Wolfram, Grant",664991,,,,,,,,,,
"Banda, Anthony",607455,,,,,,,,,,
"Granillo, Andre",701552,,,,,,,,,,
"Gilbert, Tyler",656457,,,,,,,,,,
"Alvarado, José",621237,,,,,,,,,,
"Thompson, Ryan",657044,,,,,,,,,,
"Brazobán, Huascar",623211,,,,,,,,,,
"Miller, Mason",695243,,,,,,,,,,
"Brash, Matt",666374,,,,,,,,,,
"Buttó, José",676130,,,,,,,,,,
"Cano, Yennier",666974,,,,,,,,,,
"Zerpa, Angel",672582,,,,,,,,,,
"Suarez, Robert",663158,,,,,,,,,,
"Strahm, Matt",621381,,,,,,,,,,
"Leiter Jr., Mark",643410,,,,,,,,,,
"Keller, Brad",641745,,,,,,,,,,
"Clarke, Taylor",664199,,,,,,,,,,
"Palencia, Daniel",694037,,,,,,,,,,
"Bido, Osvaldo",674370,,,,,,,,,,
"Thielbar, Caleb",573204,,,,,,,,,,
"Sands, Cole",663485,,,,,,,,,,
"Miles, Spencer",693686,,,,,,,,,,
"Treinen, Blake",595014,,,,,,,,,,
"Payamps, Joel",606303,,,,,,,,,,
"Martin, Chris",455119,,,,,,,,,,
"Kelly, Michael",547184,,,,,,,,,,
"Megill, Trevor",656730,,,,,,,,,,
"Sterner, Justin",686993,,,,,,,,,,
"King, John",667463,,,,,,,,,,
"Ross, Joe",605452,,,,,,,,,,
"Scott, Tanner",656945,,,,,,,,,,
"Fluharty, Mason",689254,,,,,,,,,,
"Bernardino, Brennan",657514,,,,,,,,,,
"Coulombe, Danny",543056,,,,,,,,,,
"Festa, Matt",670036,,,,,,,,,,
"Uribe, Abner",682842,,,,,,,,,,
"De Jesus, Enmanuel",646241,,,,,,,,,,
"Kinley, Tyler",641755,,,,,,,,,,
"Henriquez, Edgardo",683618,,,,,,,,,,
"Koenig, Jared",657649,,,,,,,,,,
"Faucher, Calvin",676534,,,,,,,,,,
"Bummer, Aaron",607481,,,,,,,,,,
"Soriano, George",666277,,,,,,,,,,
"Hurter, Brant",676428,,,,,,,,,,
"Bender, Anthony",669622,,,,,,,,,,
"Vodnik, Victor",680767,,,,,,,,,,
"Holton, Tyler",663947,,,,,,,,,,
"Henry, Cole",669371,,,,,,,,,,
"Jansen, Kenley",445276,,,,,,,,,,
"Nardi, Andrew",677053,,,,,,,,,,
"Petersen, Michael",656848,,,,,,,,,,
"Vest, Will",676684,,,,,,,,,,
"Lange, Alex",656638,,,,,,,,,,
"Ferrer, Jose A.",678606,,,,,,,,,,
"Urquidy, José",664353,,,,,,,,,,
"Raley, Brooks",548384,,,,,,,,,,
"Wilcox, Cole",677961,,,,,,,,,,
"Cruz, Fernando",518585,,,,,,,,,,
"Harvey, Hunter",640451,,,,,,,,,,
"Medina, Luis",665622,,,,,,,,,,
"Rogers, Taylor",573124,,,,,,,,,,
"Kelly, Kevin",687330,,,,,,,,,,
"Kilian, Caleb",668873,,,,,,,,,,
"Banks, Tanner",621383,,,,,,,,,,
